strain	virus	date	region	country	division	location	pangolin_lineage	GISAID_clade
hCoV-19/Colombia/VAC-CSN-31171035/2022	ncov	2022-07-02	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSN-42031514/2022	ncov	2022-06-17	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LCSS-1106740738/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LCSS-1232792509/2022	ncov	2022-06-18	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCSS-41742719/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-LCSS-6075231/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LCSS-1114823066/2022	ncov	2022-06-16	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SDM-34538206/2022	ncov	2022-06-13	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-SDM-1114826091/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SDM-16843238/2022	ncov	2022-06-11	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1144077437/2022	ncov	2022-06-17	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-29285013/2022	ncov	2022-06-17	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1061818011/2022	ncov	2022-06-18	South America	Colombia	Valle del Cauca	Cali	BA.5.5	GRA
hCoV-19/Colombia/VAC-CSB-1144044442/2022	ncov	2022-06-17	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-CSB-1144131022/2022	ncov	2022-06-18	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-1061709363/2022	ncov	2022-06-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-38643975/2022	ncov	2022-06-11	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-LDAB-31138476/2022	ncov	2022-07-05	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LDAB-1007778357/2022	ncov	2022-07-05	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-66980722/2022	ncov	2022-07-06	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-16895812/2022	ncov	2022-07-06	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-1005785063/2022	ncov	2022-07-06	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LDAB-31266801/2022	ncov	2022-07-06	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-38970754/2022	ncov	2022-07-06	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LDAB-29010842/2022	ncov	2022-07-07	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LDAB-16448027/2022	ncov	2022-07-07	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-LDAB-17168088/2022	ncov	2022-07-07	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-31234624/2022	ncov	2022-07-07	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-16728656/2022	ncov	2022-07-07	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LDAB-16731777/2022	ncov	2022-07-07	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-LDAB-41370255/2022	ncov	2022-07-08	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LDAB-31904944/2022	ncov	2022-07-11	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LDAB-16614221/2022	ncov	2022-07-11	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LDAB-38998085/2022	ncov	2022-07-09	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LDAB-52838481/2022	ncov	2022-07-11	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-16783344/2022	ncov	2022-07-11	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-4945887/2022	ncov	2022-07-12	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-16727521/2022	ncov	2022-07-12	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-6049420/2022	ncov	2022-07-14	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-14999744/2022	ncov	2022-07-14	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-1112054313/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LDAB-14951338/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-LDAB-30358995/2022	ncov	2022-07-21	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-1113634665/2022	ncov	2022-07-07	South America	Colombia	Valle del Cauca	El Cerrito	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCSS-31981802/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Palmira	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-166568387/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LDAB-66884333/2022	ncov	2022-07-06	South America	Colombia	Valle del Cauca	Cali	BA.4.1.8	GRA
hCoV-19/Colombia/VAC-LDAB-31260355/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CACSB-1144083742/2022	ncov	2022-06-19	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/CAU-CACSB-25102040/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Jamundi	BA.4.1	GRA
hCoV-19/Colombia/VAC-CACSB-79352038/2022	ncov	2022-06-24	South America	Colombia	Valle del Cauca	Jamundi	BA.2	GRA
hCoV-19/Colombia/VAC-CACSB-71391515/2022	ncov	2022-07-05	South America	Colombia	Valle del Cauca	Palmira	BA.4.1	GRA
hCoV-19/Colombia/VAC-CACSB-29662133/2022	ncov	2022-07-06	South America	Colombia	Valle del Cauca	Palmira	BA.4.1	GRA
hCoV-19/Colombia/VAC-CACSB-29341705/2022	ncov	2022-07-07	South America	Colombia	Valle del Cauca	Palmira	BA.5.5	GRA
hCoV-19/Colombia/VAC-CACSB-29655398/2022	ncov	2022-07-08	South America	Colombia	Valle del Cauca	Palmira	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1130584392/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-1130619252/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Cali	BA.5	GRA
hCoV-19/Colombia/VAC-CSB-67003630/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-10244399/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-14436275/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-34532573/2022	ncov	2022-07-16	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-31958342/2022	ncov	2022-07-17	South America	Colombia	Valle del Cauca	Cali	BA.5.1.25	GRA
hCoV-19/Colombia/VAC-CSB-16917314/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-34596212/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-31307031/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-CSB-16581132/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1114901067/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-34322808/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1130640444/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-94525596/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.4.1.1	GRA
hCoV-19/Colombia/VAC-CSB-1045717771/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-31906874/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.2.75.3	GRA
hCoV-19/Colombia/VAC-CSB-16718874/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-66905801/2022	ncov	2022-07-21	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1144201752/2022	ncov	2022-07-21	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-10549742/2022	ncov	2022-07-21	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1107870367/2022	ncov	2022-07-17	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-29685446/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Palmira	BA.5.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1144091476/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.5.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-45518746/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1115077659/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-1113646421/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-6181382/2022	ncov	2022-07-17	South America	Colombia	Valle del Cauca	Buga	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-29033465/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-16662423/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1002635351/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/NAR-SYNLAB-59821228/2022	ncov	2022-07-18	South America	Colombia	Narino	Pasto	BA.4.1	GRA
hCoV-19/Colombia/CAL-SYNLAB-1036457102/2022	ncov	2022-07-18	South America	Colombia	Caldas	Manizales	BA.4.6	GRA
hCoV-19/Colombia/CAL-SYNLAB-19281863/2022	ncov	2022-07-13	South America	Colombia	Caldas	Chinchina	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-29652875/2022	ncov	2022-07-20	South America	Colombia	Valle del Cauca	Cali	BA.5.2.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-1116157082/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-1112409637/2022	ncov	2022-07-20	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-22105264/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Buga	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1115083145/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-52193792/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-1112971053/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Buga	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1115071086/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Buga	BA.5.1.30	GRA
hCoV-19/Colombia/VAC-SYNLAB-641750674/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.5.2.9	GRA
hCoV-19/Colombia/VAC-SYNLAB-1116161189/2022	ncov	2022-07-20	South America	Colombia	Valle del Cauca	Buga	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-94479010/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Buga	BA.4.4	GRA
hCoV-19/Colombia/VAC-SYNLAB-38852157/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/NAR-SYNLAB-59833268/2022	ncov	2022-07-19	South America	Colombia	Narino	Pasto	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSN-31583459/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSN-31268368/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-CSN-16257716/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-CSN-1112477079/2022	ncov	2022-07-16	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSN-31297765/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.5.1.10	GRA
hCoV-19/Colombia/VAC-CSN-16258778/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSN-29466087/2022	ncov	2022-07-16	South America	Colombia	Valle del Cauca	Cartago	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSN-29700490/2022	ncov	2022-07-20	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSN-31485153/2022	ncov	2022-07-05	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-CSN-16551171/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCSS-4303667/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Palmira	BA.4.1	GRA
hCoV-19/Colombia/VAC-LCSS-31216403/2022	ncov	2022-07-16	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-LCSS-38558542/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-LCSS-18492268/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Roldanillo	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCSS-19497294/2022	ncov	2022-07-16	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LCSS-1112069981/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/ANT-LCSS-30404156/2022	ncov	2022-07-19	South America	Colombia	Antioquia	Medellin	BA.5.1	GRA
hCoV-19/Colombia/VAC-LCSS-66882239/2022	ncov	2022-07-20	South America	Colombia	Valle del Cauca	Cali	BA.5.5	GRA
hCoV-19/Colombia/VAC-LCSS-16254626/2022	ncov	2022-07-17	South America	Colombia	Valle del Cauca	Palmira	BA.4.1	GRA
hCoV-19/Colombia/VAC-LCSS-29642048/2022	ncov	2022-07-18	South America	Colombia	Valle del Cauca	Palmira	BA.5.1	GRA
hCoV-19/Colombia/VAC-LCSS-1110306314/2022	ncov	2022-07-23	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCSS-31294521/2022	ncov	2022-07-22	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-IDIME-94364870/2022	ncov	2022-07-20	South America	Colombia	Valle del Cauca	Tulua	BA.4.6	GRA
hCoV-19/Colombia/VAC-IDIME-94381965/2022	ncov	2022-07-16	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-IDIME-31286671/2022	ncov	2022-07-16	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-IDIME-66875002/2022	ncov	2022-07-22	South America	Colombia	Valle del Cauca	Palmira	BA.5.1.30	GRA
hCoV-19/Colombia/VAC-IDIME-10110735/2022	ncov	2022-07-22	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-IDIME-29109656/2022	ncov	2022-07-23	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-IDIME-1143932194/2022	ncov	2022-07-17	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-IDIME-66816203/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-IDIME-16763879/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.4.4	GRA
hCoV-19/Colombia/VAC-IDIME-14990183/2022	ncov	2022-07-21	South America	Colombia	Valle del Cauca	Cali	BA.5	GRA
hCoV-19/Colombia/VAC-CIDEIM-38964657/2022	ncov	2022-07-15	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-LDAB-16822797/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-LDAB-31877185/2022	ncov	2022-07-05	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-CSB-1144133296/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-79054670/2022	ncov	2022-08-09	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-CSB-29843985/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-29182428/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/CAU-CSB-10523742/2022	ncov	2022-07-28	South America	Colombia	Cauca	Popayan	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1111488798/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-14990400/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BF.5	GRA
hCoV-19/Colombia/VAC-CSB-1118294015/2022	ncov	2022-07-27	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-31472021/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-CSB-1107097658/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-31280957/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-72194255/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.4.6.5	GRA
hCoV-19/Colombia/VAC-CSB-31582347/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-1047465144/2022	ncov	2022-07-28	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1124851153/2022	ncov	2022-07-29	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-5335068/2022	ncov	2022-07-29	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1232818781/2022	ncov	2022-07-29	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-CSB-1144070054/2022	ncov	2022-07-29	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-10307746/2022	ncov	2022-07-29	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-38670415/2022	ncov	2022-07-30	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/CAU-CSB-10290741/2022	ncov	2022-07-29	South America	Colombia	Cauca	Popayan	BA.4.6	GRA
hCoV-19/Colombia/CAU-CSB-76329245/2022	ncov	2022-07-29	South America	Colombia	Cauca	Popayan	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-48575535/2022	ncov	2022-07-30	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/CAU-CSB-34599250/2022	ncov	2022-07-30	South America	Colombia	Cauca	Quilichao	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-29352682/2022	ncov	2022-07-30	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-39151080/2022	ncov	2022-07-30	South America	Colombia	Valle del Cauca	Cali	BF.7	GRA
hCoV-19/Colombia/VAC-CSB-13224501/2022	ncov	2022-07-30	South America	Colombia	Valle del Cauca	Cali	BF.7	GRA
hCoV-19/Colombia/VAC-CSB-1107054106/2022	ncov	2022-07-31	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-17162220/2022	ncov	2022-07-31	South America	Colombia	Valle del Cauca	Cali	BE.1.1	GRA
hCoV-19/Colombia/VAC-CSB-10519171/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-14800521/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-29477653/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/CAU-CSB-25292663/2022	ncov	2022-08-01	South America	Colombia	Cauca	Popayan	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1130655539/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-31294691/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-79795434/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.5.2.1	GRA
hCoV-19/Colombia/VAC-CSB-515832/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-CSB-31262254/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-CSB-1192915074/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-66836573/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.5.1.25	GRA
hCoV-19/Colombia/VAC-CSB-12751152/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-1112165629/2022	ncov	2022-07-31	South America	Colombia	Valle del Cauca	Buga	BA.4.4	GRA
hCoV-19/Colombia/VAC-SYNLAB-6185110/2022	ncov	2022-07-31	South America	Colombia	Valle del Cauca	Buga	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-6181192/2022	ncov	2022-07-31	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-C9M0XWWYF/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/CAL-SYNLAB-24334278/2022	ncov	2022-08-01	South America	Colombia	Caldas	Manizales	BA.4.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-30744255/2022	ncov	2022-08-01	South America	Colombia	Narino	Pasto	BA.5.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-30702017/2022	ncov	2022-08-01	South America	Colombia	Narino	Pasto	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-18496433/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-66810265/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Jamundi	BA.4.6	GRA
hCoV-19/Colombia/NAR-SYNLAB-1085261446/2022	ncov	2022-08-01	South America	Colombia	Narino	Pasto	BA.5.2.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-1085254792/2022	ncov	2022-08-02	South America	Colombia	Narino	Pasto	BA.5.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-4309860/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cartago	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-1006306780/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Buga	BA.5.1.30	GRA
hCoV-19/Colombia/RIS-SYNLAB-4452020/2022	ncov	2022-07-31	South America	Colombia	Risaralda	Santa Rosa de Cabal	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-25011715/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-94266854/2022	ncov	2022-08-03	South America	Colombia	Valle del Cauca	Buga	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-19094404/2022	ncov	2022-08-03	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
